Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
,,,,,,,,,,,,,,,,,,,
farmLifeBakingSheetDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. The Baking Sheet is a tool used in the Gas Oven for crafting.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze den Amboss an einer Schmiede. Das Backblech ist ein Werkzeug, das im Gasofen zum Herstellen von Gegenständen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBananaDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBanannaBreadDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Pyrex Bakeware on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die Pyrex-Backform auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBarleyMaltDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Drying Pan on a Brew Cooker. Malt is an essential ingredient for brewing beer and spirits.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende die Trockenpfanne auf einem Braukocher. Malz ist eine wichtige Zutat zum Brauen von Bier und Spirituosen.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBechamelDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBeefTacoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die gusseiserne Pfanne mit einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBeetDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBeetDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBitterHopsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBlackBeanDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBlackPepperDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAdds necessary flavor to many recipes.,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nVerleiht vielen Rezepten den nötigen Geschmack.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBlackPepperCornDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUsed for cooking. Can be scrapped into Black Pepper.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\n Wird zum Kochen verwendet. Kann zu schwarzem Pfeffer verarbeitet werden.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBlackPepperTinDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse my recipe to turn this into usable Black Pepper.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nVerwende mein Rezept, um daraus brauchbaren schwarzen Pfeffer herzustellen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBlueberryIceCreamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Ice Cream Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life\nFreigeschaltet durch: Farm Life\n\nBenutze die Eisschale für einen Kitchnaid. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBoiledEggNoodlesDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot with a Gas Oven. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Kochtopf mit einem Gasofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeChickenWingDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeChoppedRomaineDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Damascus Knife on a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze das Damastmesser auf einem Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeChoppedWalnutsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Food Processor on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Food Processor an einem Kitchnaid. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCilantroDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCinnamonBarkDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine Zutat, die zum Herstellen leckerer Mahlzeiten oder Getränke verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeClayPotDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Forge crucible with a Forge. The Clay Pot is a tool used in the Fermentor Bench for crafting.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\n Benutze den Schmiedetiegel mit einer Schmiede. Der Tontopf ist ein Werkzeug, das an der Fermentationswerkbank zum Herstellen von Gegenständen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCoconutDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCoconutIceCreamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Ice Cream Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life\nFreigeschaltet durch: Farm Life\n\nBenutze die Eisschale für einen Kitchnaid. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Coffee Elk Jerky,,item,Food,newKey,Coffee Elk Jerky,,Kaffee-Elch-Jerky,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCoffeeElkJerkyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Smoker Mat on a Cold Smoker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende die Räuchermatte in einem Kalträucherofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCookedBaconDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende die gusseiserne Pfanne mit einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCookedHamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Pyrex Bakeware on a Gas Oven. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Verwenden Sie die Pyrex-Backform auf einem Gasofen. Eine Zutat zur Zubereitung leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCookedKidneyBeanDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCookedPintoBeanDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCookingVinegarDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine Zutat, die zum Herstellen leckerer Mahlzeiten oder Getränke verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCornHuskDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUsed in the preparation of several different kinds of food. Can be dried and used for recipes like Tamales.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Wird zur Zubereitung verschiedener Speisen verwendet. Kann getrocknet und für Rezepte wie Tamales verwendet werden.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCountryBoyBreakfastDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze ein Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCrunchyCeleryDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCrushedTomatoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Veggie Attachment on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Gemüseaufsatz an einem Kitchnaid. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCucumberDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCuminDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBoiledLinguiniDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBoiledPenneDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBoiledRigatoniDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBoiledSpaghettiDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBoilerDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. The Boiler is a tool used in the Brew Cooker for crafting.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze den Amboss an einer Schmiede. Der Kessel ist ein Werkzeug, das im Braukocher zum Herstellen von Gegenständen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBologneseDishDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBourbonDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.,,"Typ: Nahrungsmittel aus dem Farmleben \n Freigeschaltet durch: Farmleben \n\nBenutze das Mischfass an einer Braustation. Getränke bringen dich in Schwung, aber bitte nutze sie verantwortungsvoll. Übermäßiger Konsum kann zum Tod führen.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBourbonMashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Stampfer an einem Braukocher. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBowlofRiceDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Kochtopf auf einem Gasofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBrazilianGrilledPineappleDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Turkey Rack on a Cold Smoker. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\nVerwende den Truthahnrücken im Kalträucherofen. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBreadDoughDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Dough Hook on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze den Teighaken an einem Kitchnaid. Eine Zutat zum Zubereiten leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBrinedCoffeeElkDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze die Rührschüssel an einem Kitchnaid. Eine Zutat zum Zubereiten leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBrinedSpicyElkDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus Farm Life \n Freigeschaltet durch: Farm Life \n\n Benutze die Rührschüssel an einem Kitchnaid. Eine Zutat zum Zubereiten leckerer Gerichte oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBrineyWaterDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nAn ingredient used for crafting yummy meals or drinks.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEine Zutat, die zum Herstellen leckerer Mahlzeiten oder Getränke verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBroccoliDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBrusselsSproutsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Bulleeet Mash,,item,Food,newKey,Bulleeet Mash,,Bulleeet Mash,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBulleeetMashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Stampfer an einem Braukocher. Eine Zutat zum Zubereiten leckerer Speisen oder Getränke.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeBurgerBasketDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Chopping Board. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze ein Schneidebrett. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeButterDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nWhere’s my butter churner!,,Typ: Nahrungsmittel aus Farm Life\nFreigeschaltet durch: Farm Life\n\nWo ist mein Butterfass!,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeButteryDelmonicoDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Tongs on a Wood Grill. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nBenutze die Grillzange an einem Holzgrill. Leckere Häppchen, die dich im Kampf gegen die Zombie-Apokalypse garantiert am Leben erhalten.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCabbageDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCannedOlivesDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nYou really made these?,,Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nHast du die wirklich hergestellt?,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCarrotDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,"Typ: Nahrungsmittel aus dem Bauernhofleben\nFreigeschaltet durch: Bauernhofleben\n\nEinige leckere Häppchen, die euch im Kampf gegen die Zombie-Apokalypse definitiv am Leben erhalten werden.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
farmLifeCastIronSkilletDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Forge crucible with a Forge. The Cast Iron Skillet is a tool used in the Gas Oven for crafting.,,"Typ: Nahrungsmittel aus dem Bauernhofleben \n Freigeschaltet durch: Bauernhofleben \n\nVerwende den Schmiedetiegel mit einer Schmiede. Die gusseiserne Pfanne ist ein Werkzeug, das im Gasofen zum Herstellen verwendet wird.",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
